,id,url,title,description,theme,publisher
229,225300011_population_tranche_age@opendata-lamayenne-fr-paysdelaloire,https://data.opendatasoft.com/explore/dataset/225300011_population_tranche_age@opendata-lamayenne-fr-paysdelaloire/information/,Population par âge en 2014 et 2020 en Mayenne,"<p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Population par grandes tranches d'âges en 2014 et 2020 en Mayenne.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Géographie au 1er janvier 2022.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Ces résultats sont issus du recensement 2020.<br/></p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Tranches d'âges :</p><ul style=""color: rgb(51, 51, 51); font-family: Roboto, Helvetica, Arial, sans-serif;""><li>0-14 ans</li><li>15-29 ans</li><li>30-44 ans</li><li>45-59 ans</li><li>60-74 ans</li><li>75-89 ans</li><li>90 ans et +</li></ul><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Définitions et fiches conseil thématiques :</p><ul style=""color: rgb(51, 51, 51); font-family: Roboto, Helvetica, Arial, sans-serif;""><li><a href=""https://insee.fr/fr/information/2383278#def_P"" style=""text-decoration: none; color: rgb(227, 6, 19);"" target=""_blank"">https://insee.fr/fr/information/2383278#def_P</a><br/></li><li><a href=""https://www.insee.fr/fr/information/2383177"" style=""text-decoration: none; color: rgb(227, 6, 19);"" target=""_blank"">https://www.insee.fr/fr/information/2383177</a><br/></li></ul><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Le recensement de la population permet de connaître la diversité et l'évolution de la population de la France. L’Insee fournit ainsi des statistiques sur les habitants et les logements, leur nombre et leurs caractéristiques : répartition par sexe et âge, professions, conditions de logement, modes de transport, déplacements domicile-travail, etc.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Les effectifs supérieurs à 500 peuvent normalement être utilisés en toute confiance. Les effectifs inférieurs à 200 doivent être maniés avec précaution, car, en raison de l'imprécision liée au sondage, ils peuvent ne pas être significatifs. Les comparaisons entre territoires de petites tailles sont à proscrire.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Pour des zones de moins de 2 000 habitants, il est recommandé de ne pas utiliser les données issues de l'exploitation complémentaire.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Pour plus d'information méthodologique, vous pouvez consulter les fiches ""Conseils pour l'utilisation des résultats du recensement"" en cliquant sur le lien :  <a href=""https://www.insee.fr/fr/information/2383177"" style=""text-decoration: none; color: rgb(227, 6, 19);"" target=""_blank"">https://www.insee.fr/fr/information/2383177</a></p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Ces fiches présentent les caractéristiques nouvelles du recensement de la population et traitent de leurs conséquences sur l'utilisation des données. Elles précisent en particulier les changements affectant les principales variables statistiques et leur comparabilité avec les recensements précédents.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);""><span style=""font-weight: bolder;"">NB</span> : du fait de la crise sanitaire de la COVID-19, l'enquête annuelle de recensement qui devait se tenir en 2021 a été reportée en 2022. L'INSEE a adapté ses méthodes de calcul des populations légales pour pallier ce report et continuer à produire des populations légales de qualité chaque année. Ainsi à partir de la diffusion des populations légales 2019,<span style=""font-weight: bolder;""> l'INSEE recommande de faire des comparaisons de résultats sur une période de 6 ans</span> et ce jusqu'au recensement 2023 inclus. L'adaptation des méthodes est présentée dans ce document : <a href=""https://www.insee.fr/fr/statistiques/fichier/6005800/fichereport_EAR_20211115.pdf"" style=""background-color: rgb(255, 255, 255); text-decoration: none; color: rgb(227, 6, 19); font-family: sans-serif; font-size: 14px; font-weight: 400;"" target=""_blank"">https://www.insee.fr/fr/statistiques/fichier/6005800/fichereport_EAR_20211115.pdf</a></p>",['Santé / Social'],INSEE
230,214401143_base-sirene-des-entreprises-de-orvault@nantesmetropole,https://data.opendatasoft.com/explore/dataset/214401143_base-sirene-des-entreprises-de-orvault@nantesmetropole/information/,Base SIRENE des entreprises d'Orvault,"<p>Retrouvez toutes les entreprises et leurs établissements. La base Sirene® est actualisée tous les jours, elle regroupe environ 30 millions d'établissements en activité ou non. </p><p>Données basées sur le stock de 2024-07.</p><h3><b>IMPORTANT</b></h3><p>La base Sirene contenant des données à caractère personnel, l'Insee attire votre attention sur les obligations légales qui en découlent :</p><ul><li>Le traitement de ces données relève des obligations de déclaration de la Loi 78-17 du 6 janvier 1978 modifiée, dite Loi CNIL : <a href=""https://www.cnil.fr/fr/loi-78-17-du-6-janvier-1978-modifiee"" target=""_blank"">https://www.cnil.fr/fr/loi-78-17-du-6-janvier-1978-modifiee</a></li><li>Selon votre usage du jeu de données, il est de votre responsabilité de tenir compte du statut de diffusion le plus récent de chaque personne physique.</li></ul><p>En effet, l'article A123-96 du code de commerce dispose que :</p><blockquote><p>""Toute personne physique peut demander soit directement lors de ses formalités de création ou de modification, soit par lettre adressée au directeur général de l'Institut national de la statistique et des études économiques, que les informations du répertoire la concernant ne puissent être utilisées par des tiers autres que les organismes habilités au titre de l'article R. 123-224 ou les administrations, à des fins de prospection, notamment commerciale.""</p></blockquote><h3><b>SIRENE BY ODS</b></h3><p>ODS présente une base des établissements consolidée avec les données de son unité légale associée.</p><h4><b>Enrichissements</b></h4><ul><li>ajout des libellés des codes NAF et catégories juridiques;</li><li>ajout des libellés tranches légales et des types de voie;</li><li>ajout des hierarchies administratives (reg/arr/dep/epci);</li><li>ajout de la géolocalisation des établissements via un géocodage BAN;</li><li>changement de certaines abréviations (F/M, O/N, A/C) par le libellé correspondant (sexeunitelegale, etatadministratifunitelegale, caractereemployeurunitelegale, etatadministratifetablissement, etablissementsiege, caractereemployeuretablissement)</li><li>ajout d'un champ ""première ligne d'adressage"" avec la civilité + nom prénom personne de l'unité legale</li><li>ajout d'un champ adresse établissement (concaténation num + type + voie)</li></ul><h4><b>Notes</b></h4><ul><li>les valeurs de ""date de début de l’établissement"" ont été reconstruites à partir d’une ancienne version pour une centaine d’enregistrements dont les valeurs étaient incohérentes.<br></li></ul><p></p>",['Économie / Europe'],INSEE
231,carte_des_campings_classes@datailedefrance,https://data.opendatasoft.com/explore/dataset/carte_des_campings_classes@datailedefrance/information/,Carte des campings classés,"<p>
	<span style=""line-height: 1.45em;"">Liste et géolocalisation des campings franciliens classés.</span></p><ul>
	<li><span style=""line-height: 1.45em;""><strong>1 étoile</strong> correspond à l'hôtellerie de plein air économique</span>
<ul>
<li><span style=""line-height: 1.45em;"">Le nombre d'emplacements maximum à l'hectare est de 100 pour les campings et de 80 maximum pour les parcs résidentiels de loisirs (PRL).</span></li></ul></li>	
	<li><span style=""line-height: 1.45em;""><strong>2 et 3 étoiles</strong> correspondent au milieu de gamme</span>
<ul>
<li><span style=""line-height: 1.45em;"">Le personnel parle au moins deux langues officielles en plus du français en 3 étoiles.</span></li><li><span style=""line-height: 1.45em;"">Les établissements sont équipés d'un bureau d'accueil (ou pavillon d'administration pour les parcs résidentiels de loisirs 2*) incluant une permanence assurée 24h/24 en 3*.</span></li><li><span style=""line-height: 1.45em;"">Les espaces communs proposent notamment une aire de jeux équipée pour enfants ainsi qu'une gamme plus importante de services offerte à la clientèle (accès internet dans les espaces communs, service de boissons, …) en 3*.</span></li></ul></li>	
	
	
	<li><span style=""line-height: 1.45em;""><strong>4 et 5 étoiles</strong> indiquent l'hôtellerie de plein air haut de gamme et très haut de gamme</span>
<ul>
<li><span style=""line-height: 1.45em;"">Le nombre d'emplacements maximum à l'hectare est de 80 en 4* et 70 en 5*.</span></li><li><span style=""line-height: 1.45em;"">L'accueil est assuré en 2 langues étrangères dont l'anglais en 4 étoiles et 3 langues étrangères dont l'anglais en 5 étoiles.</span></li><li><span style=""line-height: 1.45em;"">D'autres services caractérisent la catégorie très haut de gamme comme, notamment, la réservation possible 24h/24, la présence d'un espace de baignade, l'accès internet aux emplacements ou des espaces sanitaires et douches chauffés.</span></li></ul></li>	
	
	
</ul><p>Données géocodées avec la Base adresse nationale (BAN)</p><p>
	(Source : Atout France - Données du 23 juin 2017)</p>",['Sport - tourisme - loisirs'],Atout France
232,sondage-lavenir-des-banlieues-reponses-question-1@datailedefrance,https://data.opendatasoft.com/explore/dataset/sondage-lavenir-des-banlieues-reponses-question-1@datailedefrance/information/,"Sondage ""L'avenir des banlieues"" : réponses question 1","<p>Réponses à la question : ""En novembre 2005 éclataient dans les banlieues franciliennes des émeutes qui ont duré près d’un mois. Dans vos souvenirs, ces émeutes étaient surtout …."" Cette question est issue d'un sondage réalisé par l'institut Viavoice pour le magazine <em style=""background-color: initial;"">Île-de-France, </em>en partenariat avec le Bondy Blog.</p><p><em>Informations sur le sondage :</em></p><ul> <li><em>Par téléphone</em></li><li><em>Du 20 au 29 octobre 2014</em></li><li><em>Échantillon de 1003 personnes, représentatif de la population francilienne âgée de 18 ans et plus</em></li><li><em>Représentativité assurée par la méthode des quotas appliquée aux critères suivants (cf. colonnes du tableau de données) : sexe, âge, profession du chef de famille, catégorie d'agglomération et département de résidence</em></li></ul>",['Logement - santé - social'],Région Île-de-France
233,neighbourhood-census-profiles-income-occupation-education@openkingston,https://data.opendatasoft.com/explore/dataset/neighbourhood-census-profiles-income-occupation-education@openkingston/information/,"Neighbourhood Census Profiles - Income, Occupation, & Education","<p>The Community Census Profiles are based on custom tabulations generated by Statistics Canada from the 2016 Population of Census for the CCSD Community Data Program.</p> <p>The community profiles contain data from 2016 Census and long form program. The 2016 census data is considered to be of good quality and general comparisons can be made with similar data from previous years. Direct comparisons cannot be made between Statistics Canada’s 2016 Long Form data and the 2011 National Household Survey (NHS).</p>
 <p>The figures shown in the tables and charts have been subjected to a confidentiality procedure known as random rounding to prevent the possibility of associating statistical data with any identifiable individual. Under this method, all figures, including totals and margins, are randomly rounded either up or down to a multiple of ""5"", and in some cases ""10"". While providing strong protection against disclosure, this technique does not add significant error to the data. The user should be aware that totals and margins are rounded independently of the cell data so that some differences between these and the sum of rounded cell data may exist. Also, minor differences can be expected in corresponding totals and cell values among various census tabulations.</p>
 <p>Statistics Canada is committed to protect the privacy of all Canadians and the confidentiality of the data they provide. As part of this commitment, some population counts of geographic areas are adjusted in order to ensure confidentiality.</p>
 <p>For more information about Kingston's Community &amp; Neighbourhood Profiles, as well as links to exciting new tools, please visit our website: <a href=""https://www.cityofkingston.ca/explore/neighbourhood-profiles"">https://www.cityofkingston.ca/explore/neighbourhood-profiles</a></p>
 <p>A detailed Glossary of Terms is also available (Adobe PDF format): <a href=""https://drive.google.com/file/d/1KAbrqmARXjzy1yBcVlVYf2Xz-KidOfXM/view?usp=sharing"">https://drive.google.com/file/d/1KAbrqmARXjzy1yBcVlVYf2Xz-KidOfXM/view?usp=sharing</a></p>","['Economy', 'Education']",The Corporation of the City of Kingston
234,224400028_nb-aide-menagere-personnes-agees-par-commune@loireatlantique,https://data.opendatasoft.com/explore/dataset/224400028_nb-aide-menagere-personnes-agees-par-commune@loireatlantique/information/,Aide ménagère pour les personnes âgées en Loire-Atlantique par commune,"<p>Nombre de personnes âgées qui bénéficient d'une aide ménagère, par commune depuis 2002.</p><hr/><p>
L’aide ménagère est destinée à toute personne privée de ressources suffisantes et qui a besoin d’une aide matérielle de nature à permettre son maintien à domicile. Elle concerne toute personne âgée d’au moins 65 ans (60 ans en cas d’inaptitude au travail, reconnue par le Président du Conseil général).
Le secret statistique est appliqué : toutes les informations comprises entre 1 et 4 inclus ne sont pas diffusées. Elles correspondent aux cellules non renseignées.</p>",['Santé / Social'],Département de Loire-Atlantique
235,224400028_nb-placement-familial-personnes-handicapees-par-commune@loireatlantique,https://data.opendatasoft.com/explore/dataset/224400028_nb-placement-familial-personnes-handicapees-par-commune@loireatlantique/information/,Placement familial pour les personnes handicapées en Loire-Atlantique par commune,"<p>Nombre de personnes handicapées en famille d'accueil qui bénéficient d'une prise en charge des frais d'hébergement par commune depuis 2002.</p><hr/><p>
L’accueil familial social consiste, pour des particuliers agréés par le Département, à héberger et accompagner, à leur domicile, des personnes handicapées adultes.
Le secret statistique est appliqué : toutes les informations comprises entre 1 et 4 inclus ne sont pas diffusées. 
Elles correspondent aux cellules non renseignées.</p>",['Santé / Social'],Département de Loire-Atlantique
236,100136@basel-stadt,https://data.opendatasoft.com/explore/dataset/100136@basel-stadt/information/,Coronavirus (Covid-19): Für Impfung angemeldete Personen nach Altersklasse,"<p>Dieser Datensatz zeigt die Anzahl Personen, welche sich im Kanton Basel-Stadt für eine Impfung gegen SARS-CoV-2 angemeldet, aber noch keine Impfung erhalten haben nach Altersklasse («Warteliste»). Zudem wird angegeben, ob die Person bereits einen Termin für die Impfung hat oder noch nicht. </p><p>Ab dem 25. Juni können sich auch Personen im Alter zwischen 12 und 15 Jahren für die Impfung anmelden. Entsprechend wird diese Altersklasse im Datensatz auch geführt. </p><p><br/></p>",['Health'],Medizinische Dienste
237,sirene-v3-consolidee-haute-garonne@haute-garonne,https://data.opendatasoft.com/explore/dataset/sirene-v3-consolidee-haute-garonne@haute-garonne/information/,Base SIRENE V3 consolidée - Département de la Haute-Garonne,"<p>Retrouvez toutes les entreprises et leurs établissements. La base Sirene® est actualisée tous les jours, elle regroupe environ 30 millions d'établissements en activité ou non. </p><p>Données basées sur le stock de 2024-07.</p><h3><b>IMPORTANT</b></h3><p>La base Sirene contenant des données à caractère personnel, l'Insee attire votre attention sur les obligations légales qui en découlent :</p><ul><li>Le traitement de ces données relève des obligations de déclaration de la Loi 78-17 du 6 janvier 1978 modifiée, dite Loi CNIL : <a href=""https://www.cnil.fr/fr/loi-78-17-du-6-janvier-1978-modifiee"" target=""_blank"">https://www.cnil.fr/fr/loi-78-17-du-6-janvier-1978-modifiee</a></li><li>Selon votre usage du jeu de données, il est de votre responsabilité de tenir compte du statut de diffusion le plus récent de chaque personne physique.</li></ul><p>En effet, l'article A123-96 du code de commerce dispose que :</p><blockquote><p>""Toute personne physique peut demander soit directement lors de ses formalités de création ou de modification, soit par lettre adressée au directeur général de l'Institut national de la statistique et des études économiques, que les informations du répertoire la concernant ne puissent être utilisées par des tiers autres que les organismes habilités au titre de l'article R. 123-224 ou les administrations, à des fins de prospection, notamment commerciale.""</p></blockquote><h3><b>SIRENE BY ODS</b></h3><p>ODS présente une base des établissements consolidée avec les données de son unité légale associée.</p><h4><b>Enrichissements</b></h4><ul><li>ajout des libellés des codes NAF et catégories juridiques;</li><li>ajout des libellés tranches légales et des types de voie;</li><li>ajout des hierarchies administratives (reg/arr/dep/epci);</li><li>ajout de la géolocalisation des établissements via un géocodage BAN;</li><li>changement de certaines abréviations (F/M, O/N, A/C) par le libellé correspondant (sexeunitelegale, etatadministratifunitelegale, caractereemployeurunitelegale, etatadministratifetablissement, etablissementsiege, caractereemployeuretablissement)</li><li>ajout d'un champ ""première ligne d'adressage"" avec la civilité + nom prénom personne de l'unité legale</li><li>ajout d'un champ adresse établissement (concaténation num + type + voie)</li></ul><h4><b>Notes</b></h4><ul><li>les valeurs de ""date de début de l’établissement"" ont été reconstruites à partir d’une ancienne version pour une centaine d’enregistrements dont les valeurs étaient incohérentes.<br></li></ul><p></p>",['Territoire'],INSEE
238,prime-partage-valeur-par-an-champ-large-france-entiere@acoss,https://data.opendatasoft.com/explore/dataset/prime-partage-valeur-par-an-champ-large-france-entiere@acoss/information/,"Prime de partage de la valeur par an, champ large, France entière","<p>Données annuelles sur le montant de la prime de partage de la valeur et 
le nombre d’établissements concernés, par secteur (privé / public). <span style=""font-family: Arial, sans-serif; font-size: 11pt;"">►</span><u style=""font-size: 0.833rem; font-weight: bolder; font-family: inherit;""><a href=""https://open.urssaf.fr/explore/dataset/planning-de-mise-a-jour/table/?sort=date_de_mise_a_jour"" target=""_blank"">MISE A JOUR</a></u><span style=""font-size: 0.833rem; font-weight: bolder; font-family: inherit;""> : </span><span style=""font-size: 0.833rem; font-weight: bolder; font-family: inherit;"">fin d'année + ~160 jours.</span></p><p><span style=""font-size: 0.833rem; font-weight: bolder; font-family: inherit;""></span><u>Source</u><span> : DSN (Déclarations Sociales Nominatives)</span></p><p><span></span><span><span><u>Champ</u> </span><span>:</span><span> ensemble des établissements cotisant à l'Urssaf (donc hors régime agricole).</span></span></p><p><span><span></span></span><u>Profondeur</u> : depuis 2022.</p><p><span></span><span><span><u>Précisions méthodologiques</u> :</span></span></p><p><span style='font-size:11.0pt;line-height:107%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:Calibri;mso-fareast-theme-font:
minor-latin;mso-ansi-language:FR;mso-fareast-language:EN-US;mso-bidi-language:
AR-SA'>- <a href=""https://www.urssaf.fr/portail/home/actualites/toute-lactualite-employeur/le-point-sur-la-prime-de-partage.html"" target=""_blank"">La prime de partage de la valeur</a> (PPV) remplace depuis le 1er juillet 2022 
la
prime exceptionnelle de pouvoir d'achat (Pepa). </span><span><span></span></span></p>
<p>- Les établissements versant une prime exceptionnelle doivent en 
principe déclarer dans la Déclaration sociale nominative (DSN) le 
montant total des primes versé (données dites ""agrégées"") et le ventiler
 par salarié concerné (données dites ""individuelles""). Dans certains 
cas, seules les données individuelles ou seules les données agrégées 
sont renseignées. Le choix méthodologique sur le quel repose le calcul 
des montants globaux de primes (cf. autres jeux sur les primes 
exceptionnelles) consiste à retenir en priorité les montants individuels
 déclarés, et à prendre en compte le montant agrégé, s'il existe, 
lorsque les données individuelles ne sont pas renseignées. Le <b>taux de couverture des données individuelles </b>indique
 la part que représentent les montants issus des données individuelles 
dans le montant total. </p><p><span><span></span></span>- <span><span><span><span><span><span><span><span>Les données sont réparties en 3 champs : le secteur privé des ETE, le secteur privé hors ETE et le secteur public. </span></span></span></span></span></span></span></span><span><span><span><span><a href=""https://www.urssaf.org/accueil/statistiques/notre-methodologie/les-effectifs-salaries-et-la-mas.html"" target=""_blank"">Le champ des ETE</a>
 correspond au périmètre du secteur privé retenu dans les publications 
conjoncturelles des Urssaf sur les effectifs salariés et la masse 
salariale. Il est défini en partenariat avec l’Insee et la Dares dans le
 cadre des estimations trimestrielles d’emploi (ETE). </span></span></span></span><span>Il est hors secteur agricole (AZ), hors activités extra-territoriales (UZ) et hors Mayotte. </span><span style='font-family:""Arial"",sans-serif'>Ce champ couvre
plus de 99 % du montant global de PPV déclaré par les établissements affiliés
au régime général.</span><span></span></p>","['Observatoire économique', 'Observatoire éco / Masse salariale']",Urssaf Caisse nationale
239,m2a_base-sirene-insee@mulhouse,https://data.opendatasoft.com/explore/dataset/m2a_base-sirene-insee@mulhouse/information/,Base SIRENE au format v1 sur le territoire de m2A (plus maintenue depuis janvier 2019),"<h3>Base Sirene au format v1 des entreprises et de leurs établissements (SIREN, SIRET)</h3><div><div><p><small>Ce jeu de données provient d'un service public certifié</small></p><p>⚠️⚠️⚠️</p><p>ATTENTION : Ce jeu de données n'est plus mis à jour à partir du </p><h3>janvier 2019</h3><p>et est remplacé par la <a href=""https://data.opendatasoft.com/explore/dataset/sirene_v3%40public/table/"" target=""_blank"">Base Sirene v3</a></p><p><small></small></p><p>⚠️⚠️⚠️</p></div><p> <small> </small></p><p><small>Ce jeu de données permet d'accéder aux entreprises et établissements actifs du répertoire Sirene de l'Insee qui enregistre quotidiennement leur état civil :</small></p><ul><small> <li>quelle que soit leur forme juridique ;</li><li>quel que soit leur secteur d'activité (industriels, commerçants, artisans, professions libérales, agriculteurs, collectivités territoriales, banques, assurances, associations...) ;</li><li>situés en France métropolitaine, ainsi qu'en Guadeloupe, Martinique, Guyane, La Réunion, Mayotte, Saint-Barthélémy, Saint-Martin et Saint-Pierre-et-Miquelon. Les organismes publics ou privés et les entreprises étrangères qui ont une représentation ou une activité en France y sont également répertoriés.</li></small></ul><p><small>Le répertoire Sirene est ainsi la principale source exhaustive sur l'ensemble des entreprises et des établissements actifs.</small></p><p><small>AVERTISSEMENT</small></p><p><small>La base Sirene contenant des données à caractère personnel, l'Insee attire votre attention sur les obligations légales qui en découlent:</small></p><ul><small> <li>Le traitement de ces données relève des obligations de déclaration de la Loi 78-17 du 6 janvier 1978 modifiée, dîte Loi CNIL : <a href=""https://www.cnil.fr/fr/loi-78-17-du-6-janvier-1978-modifiee"">https://www.cnil.fr/fr/loi-78-17-du-6-janvier-1978-modifiee</a></li><li>Selon votre usage du jeu de données, il est de votre responsabilité de tenir compte du statut de diffusion le plus récent de chaque personne physique. En effet, l'article A123-96 du code de commerce dispose que : ""Toute personne physique peut demander soit directement lors de ses formalités de création ou de modification, soit par lettre adressée au directeur général de l'Institut national de la statistique et des études économiques, que les informations du répertoire la concernant ne puissent être utilisées par des tiers autres que les organismes habilités au titre de l'article R. 123-224 ou les administrations, à des fins de prospection, notamment commerciale.""</li></small></ul><p><small>Fichiers : Trois types de fichiers compactés (format ZIP) sont mis à disposition (1 fichier stock et 2 fichiers de mises à jour mensuelles ou quotidiennes, France entière). Chaque fichier compacté (Format ZIP) contient un fichier de données en format CSV.</small></p><p><small>Le fichier stock et le fichier des mises à jour mensuelles sont déposés le premier jour de chaque mois avec les données (dessin de fichier L2) au dernier jour du mois précédent. Le fichier des mises à jour mensuelles étant au même dessin que le fichier stock, vous pouvez faire le choix chaque mois, d'annuler et remplacer le fichier stock par le nouveau fichier stock ou de l'actualiser avec le fichier des mises à jour mensuelles. Tous les mouvements relatifs à un établissement au cours du mois sont agrégés, rendant l’information facilement utilisable.</small></p><p><small>Le fichier des mises à jour quotidiennes est déposé dans la nuit suivant la journée de gestion qu’il concerne (dessin de fichier XL2).</small></p><p><small><em>NB : Les fichiers sont déposés un peu plus tardivement début janvier et début juillet en raison d'opérations de mise en concordance semestrielle de la base de diffusion.</em></small></p><p><small>Le site de l’Insee <a href=""http://www.sirene.fr/"">www.sirene.fr</a> fournit des informations sur le contenu de ces bases, ainsi que la <a href=""http://sirene.fr/sirene/public/static/documentation"">documentation</a> associée et une <a href=""http://sirene.fr/sirene/public/faq"">Foire Aux Questions</a> pour vous aider, comprenant plus de 50 questions-réponses.</small></p><p><small>NB2: Base géocodéee par m2A d'après sa base adresse</small></p><p><small></small></p><p><small>Couverture Spatiale : Baldersheim - Bantzenheim - Battenheim - Berrwiller - Bollwiller - Bruebach - Brunstatt-Didenheim - Chalampé - Dietwiller - Eschentzwiller- Feldkirch - Flaxlanden - Galfingue - Habsheim - Heimsbrunn - Hombourg - Illzach - Kingersheim - Lutterbach - Morschwiller-le-Bas - Mulhouse - Niffer - Ottmarsheim - Petit-Landau - Pfastatt - Pulversheim - Reiningue - Richwiller - Riedisheim - Rixheim - Ruelisheim - Sausheim - Staffelfelden - Steinbrunn-le-Bas - Ungersheim - Wittelsheim - Wittenheim - Zillisheim - Zimmersheim</small></p><p></p><p>
</p><p><small></small></p><p><small></small></p><p></p></div>",['Economie'],INSEE
240,association-sportive@hauts-de-seine,https://data.opendatasoft.com/explore/dataset/association-sportive@hauts-de-seine/information/,Associations sportives,"<p>À Suresnes, le sport fait partie intégrante de la ville. Les chiffres parlent d’eux-mêmes : la ville compte 59 associa­tions sportives qui proposent 44 disciplines, du badminton au viet vo dao en passant par le rugby ou le tir à l’arc. La commune affiche un des plus forts taux du département avec 21% des Suresnois qui exercent une activité sportive régulière (initiation, perfectionnement, loisirs ou au plus haut niveau de compétition) et plus de 11 500 licenciés, dont 66% de ses habitants. </p><p>Le tableau suivant fournit des données sur les nombreuses associations sportives suresnoises (noms, coordonnées, disciplines proposées, âge de pratique, etc.). </p>",['Jeunesse / Animation / Sport'],Ville de Suresnes
241,durees-dassurance-validees-par-les-actifs-donnees-issues-de-ledition-2017-des-re@drees2-sgsocialgouv,https://data.opendatasoft.com/explore/dataset/durees-dassurance-validees-par-les-actifs-donnees-issues-de-ledition-2017-des-re@drees2-sgsocialgouv/information/,Durées d'assurance validées par les actifs-Composition des trimestres validés à différents âges d'observation génération 1958,,['Retraite'],DREES/OSOL/BRET
242,namur-population-ages-structure@namur,https://data.opendatasoft.com/explore/dataset/namur-population-ages-structure@namur/information/,Namur - Population - Groupes d'âges quinquennaux et quartier,"<p>Statistiques Population de Namur - <span style=""font-weight: bolder;"">Structure de la population - </span>Chiffres absolus par groupes d'âges de 5 en 5 ans. Chiffres collectés au 1er janvier de chaque année depuis 1985.<span style=""font-family: inherit; font-size: 0.875rem;"">Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet </span><a href=""https://data.namur.be/pages/statistiquesaccueil/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 0.875rem; font-weight: 400;"">O</a><span style=""font-family: inherit; font-size: 0.875rem;"">bservatoire démographique de l’OPENDATA de la commune de Namur. </span><br></p>","['Population, Statistiques']",Ville de Namur
243,namur-population-les-chiffres-depuis-1985@namur,https://data.opendatasoft.com/explore/dataset/namur-population-les-chiffres-depuis-1985@namur/information/,"Namur - Population - Chiffres Population - Groupes d' âges, nationalité, état civil, ménages de 1985 à nos jours","<p>Statistiques  Population de la commune de Namur . <span style=""font-family: inherit; font-size: 0.833rem;"">Ce jeu de données rassemble <b>pour l'entité, et ce depuis 1985, tous les indicateurs</b> repris sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet </span><a href=""https://data.namur.be/pages/statistiquesaccueil/"" style=""background-color: rgb(255, 255, 255); font-size: 0.833rem;"">STATISTIQUES</a><span style=""font-family: inherit; font-size: 0.833rem;""> de l’OPENDATA de la commune de Namur. </span></p>","['Population, Statistiques']",Ville de Namur
244,nombre-de-personnes-sensibilisees@bep,https://data.opendatasoft.com/explore/dataset/nombre-de-personnes-sensibilisees@bep/information/,Nombre de personnes sensibilisées,"<p><span style='color: rgb(20, 46, 123); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; white-space: nowrap; background-color: rgb(226, 230, 238);'>Nombre de personnes sensibilisées (via toutes les actions hors campagne et TV)</span><br/></p>",['Indicateurs Plan Stratégique'],BEP
245,registre-legal-cnil-toulouse-metropole@toulouse-metropole,https://data.opendatasoft.com/explore/dataset/registre-legal-cnil-toulouse-metropole@toulouse-metropole/information/,Registre légal CNIL - Toulouse Métropole,"<p>Traitements de données à caractère personnel, mis en oeuvre par Toulouse Métropole (6 rue René Leduc BP35821 31505 Toulouse Cedex 5)</p>","['Citoyenneté', 'Services']",Toulouse Métropole
